Time,Contract,Fill Type,Filled Qty,Exec.Price,Value,Fill ID,Side,Fee rate,Rebate,Fees paid,Order Type,Order Price,Order Qty,Unfilled Qty,Order ID,Client Order ID
2025-02-07 17:30:03.372747+05:30 IST Asia/Kolkata,BTCUSD,normal,80,97729,7818.32,1a0875cca4d449e2815a86bb79a5ffe5,sell,0.0005,0,4.6128088,limit_order,97720,80,0,289864004,
2025-02-07 13:48:57.408942+05:30 IST Asia/Kolkata,BTCUSD,normal,80,96833,7746.64,246afc0be6854648bf500a4e0297dea2,buy,0.0005,0,4.5705176,limit_order,96845,80,0,289863534,
2025-02-06 20:01:07.787508+05:30 IST Asia/Kolkata,BTCUSD,normal,98.000000000000000000,97986,9602.628,c461055eb0184016ad06662b1d7efdd3,sell,0.0005,0,0,market_order,95632,100,0.000000000000000000,289098046,
2025-02-06 20:01:07.787472+05:30 IST Asia/Kolkata,BTCUSD,normal,2.000000000000000000,97986.5,195.973,4a2822335e1246f28232e86a6e3c8569,sell,0.0005,0,0,market_order,95632,100,98.000000000000000000,289098046,
2025-02-06 19:59:03.646101+05:30 IST Asia/Kolkata,BTCUSD,normal,100,98185,9818.5,3911d05772484ce7b7002e7ed4aa1bb9,buy,0.0002,0,2.317166,limit_order,98185,100,0,289097803,
2025-02-05 00:50:54.169851+05:30 IST Asia/Kolkata,BTCUSD,normal,50,100540.5,5027.025,85477ed4247f4d09954f8e5da9b6fbb5,sell,0.0005,0,2.96594475,limit_order,100526,50,0,287017376,
2025-02-04 23:15:44.676878+05:30 IST Asia/Kolkata,BTCUSD,normal,40,9.917E+4,3966.8,6894a77d672d43578130fb282c77be04,buy,0.0002,0,0.9361648,limit_order,99170,50,0,287015128,
2025-02-04 23:15:44.629737+05:30 IST Asia/Kolkata,BTCUSD,normal,10,9.917E+4,991.7,3175f92aee864dae81f58de283becb3f,buy,0.0002,0,0.2340412,limit_order,99170,50,40,287015128,
2025-02-03 20:52:18.435185+05:30 IST Asia/Kolkata,BTCUSD,normal,75,9.75E+4,7312.5,df9bb914259e4983b0c760248fff66f2,buy,0.0005,0,0,market_order,99647.5,75,0,285249570,
2025-02-03 20:40:12.782714+05:30 IST Asia/Kolkata,BTCUSD,normal,40,96726,3869.04,510310a05de649809c6e963ef230ce74,sell,0.0005,0,2.2827336,limit_order,96707,75,0,285239996,
2025-02-03 20:40:12.782676+05:30 IST Asia/Kolkata,BTCUSD,normal,35,96726.5,3385.4275,655b2203c8e640f8a6d1bc50ef6b75bb,sell,0.0005,0,1.99740223,limit_order,96707,75,40,285239996,
2025-02-01 15:04:35.893632+05:30 IST Asia/Kolkata,BTCUSD,normal,200,1.017E+5,2.034E+4,0da3278a84104f7d8d46e3368b2f5c90,sell,0.0002,0,0,limit_order,101700,200,0,282022505,
2025-02-01 15:01:57.091849+05:30 IST Asia/Kolkata,BTCUSD,normal,100,1.0183E+5,10183,0ec380165ecc4a6ba3c6d66375a93cef,buy,0.0002,0,2.403188,limit_order,101830,100,0,282022699,
2025-02-01 15:00:32.793097+05:30 IST Asia/Kolkata,BTCUSD,normal,100,101835,10183.5,aad9d668d5e444798a4c47b8a264aec4,buy,0.0002,0,2.403306,limit_order,101835,100,0,282021043,
2025-01-31 20:04:32.334333+05:30 IST Asia/Kolkata,BTCUSD,normal,85,1.044E+5,8874,47569b52bc6549379eb129a7e2724863,sell,0.0002,0,0,limit_order,104400,85,0,280991740,
2025-01-31 20:00:31.054419+05:30 IST Asia/Kolkata,BTCUSD,normal,85,104660.5,8896.1425,23863d3123064a709fd3df69a16ba3f7,buy,0.0005,0,5.24872408,limit_order,104661,85,0,280989191,
2025-01-31 16:59:20.013705+05:30 IST Asia/Kolkata,BTCUSD,normal,3,104787,314.361,14eb3cca73fc40eb835762b9ac93149a,sell,0.0002,0,0.0741892,limit_order,104787,95,0,280743244,
2025-01-31 16:59:20.012977+05:30 IST Asia/Kolkata,BTCUSD,normal,46,104787,4820.202,9392e6b008ae4967ae275eca071d1d94,sell,0.0002,0,1.13756768,limit_order,104787,95,3,280743244,
2025-01-31 16:59:19.921364+05:30 IST Asia/Kolkata,BTCUSD,normal,46,104787,4820.202,5057a0790a94458daad0d2f3292b77b8,sell,0.0002,0,1.13756768,limit_order,104787,95,49,280743244,
2025-01-31 15:59:07.989286+05:30 IST Asia/Kolkata,BTCUSD,normal,84,104106.5,8744.946,d02aff175dcd43dab70a9e237f9b1e52,buy,0.0002,0,2.06380726,limit_order,104106.5,95,0,280742635,
2025-01-31 15:59:07.134638+05:30 IST Asia/Kolkata,BTCUSD,normal,10,104106.5,1041.065,63bac03beca3490bb8d6fad1eeecaff5,buy,0.0002,0,0.24569134,limit_order,104106.5,95,84,280742635,
2025-01-31 15:59:05.478398+05:30 IST Asia/Kolkata,BTCUSD,normal,1,104106.5,104.1065,d56a14e0eb6243caaa415f7c3368d5d7,buy,0.0002,0,0.02456914,limit_order,104106.5,95,94,280742635,
2025-01-30 19:09:19.967227+05:30 IST Asia/Kolkata,BTCUSD,normal,90,1.049E+5,9441,3462ee232ad34c60963696d0e383d7e7,sell,0.0002,0,2.228076,limit_order,104900,90,0,279848139,
2025-01-30 18:47:06.535248+05:30 IST Asia/Kolkata,BTCUSD,normal,20,105271,2105.42,5243b138f7c74d00a5a301d65e27e5b2,buy,0.0002,0,0.49687912,limit_order,105271,90,0,279846967,
2025-01-30 18:47:06.001820+05:30 IST Asia/Kolkata,BTCUSD,normal,70,105271,7368.97,ef3ff5f7d31548e4b8ae73009529042c,buy,0.0002,0,1.73907692,limit_order,105271,90,20,279846967,
2025-01-29 13:36:26.152795+05:30 IST Asia/Kolkata,BTCUSD,normal,85,102825,8740.125,aa2ccd1ea02c4377bc0b8bbef38c5b0f,buy,0.0002,0,2.0626695,limit_order,102825,85,0,278413844,
2025-01-29 11:53:09.207389+05:30 IST Asia/Kolkata,BTCUSD,normal,3,102425,307.275,9dd15579599e41878d5825c77eaddef2,sell,0.0002,0,0.0725169,limit_order,102425,85,0,278404747,
2025-01-29 11:53:09.206929+05:30 IST Asia/Kolkata,BTCUSD,normal,48,102425,4916.4,95949802df884d9191037b216128a5da,sell,0.0002,0,1.1602704,limit_order,102425,85,3,278404747,
2025-01-29 11:53:09.205998+05:30 IST Asia/Kolkata,BTCUSD,normal,34,102425,3482.45,ba5d565011974e809d6088ff6c5f0a3b,sell,0.0002,0,0.8218582,limit_order,102425,85,51,278404747,
2025-01-28 12:55:01.618640+05:30 IST Asia/Kolkata,BTCUSD,normal,85,103222,8773.87,f080cadaa3284a7e8793995ec4309ebc,buy,0.0002,0,2.07063332,limit_order,103222,85,0,277163791,
2025-01-28 10:31:14.162871+05:30 IST Asia/Kolkata,BTCUSD,normal,85,1.0295E+5,8750.75,509f8fe883fe464b816222fc2ce2b3c8,sell,0.0002,0,2.065177,limit_order,102950,85,0,277159025,
2025-01-28 00:12:19.677036+05:30 IST Asia/Kolkata,BTCUSD,normal,175,99049.5,17333.6625,c3158dc6f4a545afa6a058b682fe9847,sell,0.0005,0,10.22686088,market_order,96717,175,0,276710328,
2025-01-27 23:59:09.911769+05:30 IST Asia/Kolkata,BTCUSD,normal,50,9.925E+4,4962.5,5b5cddafe5324093b9304791cad3e5fc,buy,0.0002,0,1.17115,limit_order,99250,100,0,276731817,
2025-01-27 23:59:09.911171+05:30 IST Asia/Kolkata,BTCUSD,normal,50,9.925E+4,4962.5,3cedd17db1e7444fae77ddb3bc29c639,buy,0.0002,0,1.17115,limit_order,99250,100,50,276731817,
2025-01-27 23:38:01.464236+05:30 IST Asia/Kolkata,BTCUSD,normal,75,99413,7455.975,f024f875bf854d19bb39c1f95ff53b2c,buy,0.0005,0,4.39902525,market_order,101821.5,75,0,276709754,
2025-01-27 15:09:07.081093+05:30 IST Asia/Kolkata,BTCUSD,normal,85,99247,8435.995,289bfb1840e14ac7b390e929b8d72bde,buy,0.0005,0,4.97723705,market_order,101683,85,0,275964467,
2025-01-27 14:44:26.377451+05:30 IST Asia/Kolkata,BTCUSD,normal,85,9.925E+4,8436.25,ba5354771f9d41019d98f9100588b0de,sell,0.0002,0,1.990955,limit_order,99250,85,0,275964318,
